OBJECTID,Join_Count,TARGET_FID,PERMIT_YEAR,Class,PROJECT_DESCRIPTION,FINALED_DATE,CONTRACTOR,TOTAL_PAID,SUBAREA,NEIGHBORHOOD_AREA,Lat,Lon,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng
246,1,246,2014,Single family,"A Single Family Residential Repair or Replacement Electrical Project Involving (1 Service Change 126-200 amps, 1 Receptacles, 1 Added or Altered Branch Circuits), Upgrade panel to 200 amp, 30 amp circuit for car charger",2014-09-24,LANDER ELECTRIC SERVICE LLC,225,Newport Hills,Newport,47.556216,-122.176563,53,033,024701,53033024701,247.01,Census Tract 247.01,G5020,S,2739207,0,+47.5614775,-122.1808594,30173.28144
247,1,247,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2017-02-21,ELECTRI-CITY INC,112,Newport Hills,Newport,47.541428,-122.172991,53,033,025001,53033025001,250.01,Census Tract 250.01,G5020,S,3531217,28798,+47.5380627,-122.1693928,39024.04961
248,1,248,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, in garage",2013-02-06,PUGET SOUND SOLAR LLC,105,Bridle Trails,Bridle Trails,47.634729,-122.153157,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
249,1,249,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2013-07-01,SOLARCITY CORPORATION,105,Newcastle,Cougar Mountain / Lakemont,47.550474,-122.103668,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
250,1,250,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-07-06,ELECTRI-CITY INC,110,Newcastle,Cougar Mountain / Lakemont,47.552071,-122.111742,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
251,1,251,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, Garage",2013-02-01,OLD TIME ELECTRIC INC,105,Southwest Bellevue,West Bellevue,47.601052,-122.203042,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
252,1,252,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2013-03-04,PUGET SOUND SOLAR LLC,105,Southwest Bellevue,West Bellevue,47.607484,-122.193941,53,033,023801,53033023801,238.01,Census Tract 238.01,G5020,S,3723442,0,+47.5957098,-122.1886970,31706.45671
253,1,253,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-01-12,OWNER,112,Northeast Bellevue,Northeast Bellevue,47.631822,-122.118214,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
254,1,254,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Involving (1 Vehicle Charging Station),2014-06-05,ACTIVE ENGINEERING,105,Bridle Trails,Bridle Trails,47.640101,-122.165028,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
255,1,255,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, Garage, EV Charger Installation",2011-09-29,PRIME ELECTRIC INC,98,Factoria,Somerset,47.548252,-122.146989,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
256,1,256,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station) **Add on new 200 amp service,2016-12-06,Dear Electric Inc,110,Southeast Bellevue,West Lake Sammamish,47.596621,-122.11603,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
257,1,257,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - EV Car Charging Station Installation,2011-08-18,PRIME ELECTRIC INC,98,Bridle Trails,Bridle Trails,47.649871,-122.161085,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
258,1,258,2015,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-02-05,NORTHWEST ELECTRIC & SOLAR,108,Northeast Bellevue,Northeast Bellevue,47.629267,-122.113327,53,033,023000,53033023000,230,Census Tract 230,G5020,S,3286160,2508903,+47.6205810,-122.1031787,42037.02737
259,1,259,2011,Single family,"Upgrade panel, new 240v circuit for EV charger.",2011-10-20,REILLY'S ELECTRIC,98,Newcastle,Cougar Mountain / Lakemont,47.560806,-122.13502,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
260,1,260,2016,Single family,A Single Family Residential Addition to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-05-06,PUGET SOUND SOLAR LLC,110,Newcastle,Eastgate,47.573639,-122.123037,53,033,024800,53033024800,248,Census Tract 248,G5020,S,3775702,0,+47.5743916,-122.1521009,42358.52973
261,1,261,2016,Single family,Install Vehicle Charging Station,2017-02-03,NORTHWEST ELECTRIC & SOLAR,110,Bridle Trails,Bridle Trails,47.634476,-122.157873,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
262,1,262,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - In-home electric vehicle charger,2011-06-09,PRIME ELECTRIC INC,98,Newcastle,Somerset,47.550399,-122.141519,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
263,1,263,2016,Single family,Install vehicle charging station.,2016-08-16,NORTHWEST ELECTRIC & SOLAR,110,Newcastle,Cougar Mountain / Lakemont,47.544241,-122.137126,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
264,1,264,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - EV Car Charger install,2011-06-02,PRIME ELECTRIC INC,98,Newcastle,Cougar Mountain / Lakemont,47.558639,-122.115237,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
265,1,265,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - EV Car Charger Install,2011-06-27,PRIME ELECTRIC INC,98,Newcastle,Cougar Mountain / Lakemont,47.53886,-122.114901,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
266,1,266,2017,Single family,Vehicle charging station,2017-05-03,NORTHWEST ELECTRIC & SOLAR,112,Southwest Bellevue,West Bellevue,47.608714,-122.193984,53,033,023801,53033023801,238.01,Census Tract 238.01,G5020,S,3723442,0,+47.5957098,-122.1886970,31706.45671
267,1,267,2015,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2015-04-15,NORTHWEST ELECTRIC & SOLAR,108,Southwest Bellevue,West Bellevue,47.600252,-122.206609,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
268,1,268,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-02-03,24/7 ELECTRICAL COMPANY,112,Crossroads,Northeast Bellevue,47.635982,-122.123136,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
269,1,269,2016,Single family,Vehicle charging station,2016-10-27,NORTHWEST ELECTRIC & SOLAR,110,Newcastle,Cougar Mountain / Lakemont,47.564384,-122.107095,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
270,1,270,2014,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Added or Altered Branch Circuits), Garage (SE#328795), Add circuit for Tesla EV Charging",2014-08-18,SEAHURST ELECTRIC INC,58,Wilburton/ne 8th St,Crossroads,47.619463,-122.14888,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
271,1,271,2015,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2015-10-05,PUGET SOUND SOLAR LLC,108,Newcastle,Cougar Mountain / Lakemont,47.560596,-122.120342,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
272,1,272,2015,Single family,"A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station), Garage",2017-01-17,G-TEK INC,108,Richards Valley,Woodridge,47.597376,-122.177695,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2273132,0,+47.5913824,-122.1728599,21843.19463
273,1,273,2015,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), Garage, Install 40a circuit fora EV Charger",2017-01-12,Illuminate Contracting LLC,108,North Bellevue,Northwest Bellevue,47.643883,-122.189902,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
274,1,274,2016,Single family,Vehicle Charging Station,2016-10-20,NORTHWEST ELECTRIC & SOLAR,110,Newcastle,Eastgate,47.567573,-122.11172,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
275,1,275,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-01-23,ELECTRI-CITY INC,110,Newcastle,Cougar Mountain / Lakemont,47.551016,-122.115658,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
276,1,276,2014,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2014-04-28,NORTHWEST ELECTRIC & SOLAR,106,Factoria,Factoria,47.573925,-122.164992,53,033,024800,53033024800,248,Census Tract 248,G5020,S,3775702,0,+47.5743916,-122.1521009,42358.52973
277,1,277,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-03,FULLER ELECTRIC INC,115,Southeast Bellevue,Lake Hills,47.601112,-122.118009,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
278,1,278,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-04-04,ELECTRI-CITY INC,112,Newcastle,Cougar Mountain / Lakemont,47.536831,-122.11106,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
279,1,279,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2013-02-06,PUGET SOUND SOLAR LLC JEREMY JAMES SMITHSON,105,North Bellevue,Northwest Bellevue,47.621085,-122.199863,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
280,1,280,2016,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), Corner of house to parking stall west end of property for charging station. WP outlet SW of home for fountain. Add Belkin light switch at front door.",2016-08-17,ELECTRI-CITY INC,110,Southeast Bellevue,West Lake Sammamish,47.5992,-122.110619,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
281,1,281,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage, Install EVSE",2013-05-06,PUGET SOUND SOLAR LLC,210,Southeast Bellevue,Lake Hills,47.594508,-122.13925,53,033,023401,53033023401,234.01,Census Tract 234.01,G5020,S,3740203,0,+47.5867489,-122.1467322,29383.38189
282,1,282,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-09-02,ELECTRI-CITY INC,110,Bridle Trails,Bridle Trails,47.649872,-122.1606,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
283,1,283,2016,Single family,"A Single Family Residential New Structure Electrical Project Involving (1 Vehicle Charging Station), 16-124088BS",2017-04-25,KWALITY ELECTRIC LLC,110,North Bellevue,Northwest Bellevue,47.622144,-122.198367,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
284,1,284,2015,Single family,Vehicle Charging Station,2016-07-15,NORTHWEST ELECTRIC & SOLAR,108,Newcastle,Cougar Mountain / Lakemont,47.538001,-122.114964,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
285,1,285,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - EV Car Charging Station Install,2011-06-28,PRIME ELECTRIC INC,71,Newcastle,Cougar Mountain / Lakemont,47.557801,-122.133073,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
286,1,286,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-10-18,SEAHURST ELECTRIC INC,112,Southeast Bellevue,West Lake Sammamish,47.593012,-122.112162,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
287,1,287,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-04,NORTHWEST ELECTRIC & SOLAR,115,Eastgate,West Lake Sammamish,47.579791,-122.11702,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
288,1,288,2016,Single family,Install Vehicle Charging Station,2017-01-11,NORTHWEST ELECTRIC & SOLAR,110,Newcastle,Cougar Mountain / Lakemont,47.552953,-122.138964,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
289,1,289,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-01-25,A&R Solar,110,Bridle Trails,Bridle Trails,47.660133,-122.147036,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
290,1,290,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2013-11-15,MCKINSTRY CO LLC DEAN CHARLES ALLEN,102,Southeast Bellevue,Lake Hills,47.601295,-122.140281,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
291,1,291,2017,Multifamily,Install branch circuit for the vehicle charging station.,2017-04-03,TCE ELECTRIC,112,Wilburton/ne 8th St,Crossroads,47.617124,-122.145578,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
292,1,292,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2011-12-29,MCKINSTRY ELECTRIC,98,Newcastle,West Lake Sammamish,47.586503,-122.112986,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
293,1,293,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2018-12-04,KEITHLY ELECTRIC CO,115,Southeast Bellevue,West Lake Sammamish,47.601223,-122.111368,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
294,1,294,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2017-04-26,WILDERNESS ELECTRIC INC,112,Bridle Trails,Bridle Trails,47.639084,-122.17642,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
295,1,295,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (5 Vehicle Charging Station),2017-09-25,EAGLE ELECTRIC OF AUBURN LLC,112,Factoria,Somerset,47.560178,-122.163216,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
296,1,296,2015,Single family,Vehicle Charging Station,2015-04-27,NORTHWEST ELECTRIC & SOLAR,108,Newcastle,Cougar Mountain / Lakemont,47.550407,-122.134971,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
297,1,297,2015,Single family,Install 1 vehicle charging station,2015-04-23,NORTHWEST ELECTRIC & SOLAR,108,Southwest Bellevue,West Bellevue,47.580356,-122.197407,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
298,1,298,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-03-17,ELECTRI-CITY INC,112,Bridle Trails,Bridle Trails,47.632318,-122.167812,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
299,1,299,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage",2013-04-15,ACTIVE ENGINEERING,105,Northeast Bellevue,Northeast Bellevue,47.611911,-122.110443,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
300,1,300,2016,Single family,Vehicle charging station,2017-07-03,NORTHWEST ELECTRIC & SOLAR,110,Southeast Bellevue,Lake Hills,47.594976,-122.138563,53,033,023401,53033023401,234.01,Census Tract 234.01,G5020,S,3740203,0,+47.5867489,-122.1467322,29383.38189
301,1,301,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-09-29,ELECTRI-CITY INC,110,North Bellevue,Northwest Bellevue,47.615811,-122.216143,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
302,1,302,2016,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), GARAGE, 240 volt circuit for CAR CHARGER,",2016-05-12,BEL-RED ELECTRIC SERVICE INC,110,Factoria,Somerset,47.562876,-122.15858,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
303,0,303,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-12-07,ELECTRI-CITY INC,110,North Bellevue,Northwest Bellevue,47.633617,-122.209756,,,,,,,,,,,,,
304,1,304,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-11-22,SEATOWN ELECTRIC CORP,112,Southeast Bellevue,West Lake Sammamish,47.589308,-122.111779,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
305,1,305,2015,Single family,Install 1 vehicle charging station,2016-03-29,NORTHWEST ELECTRIC & SOLAR,108,Northeast Bellevue,Northeast Bellevue,47.617684,-122.113361,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
306,1,306,2017,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2017-06-08,IN-HOUSE ELECTRICAL SRVCS INC,112,Crossroads,Lake Hills,47.610295,-122.125359,53,033,023202,53033023202,232.02,Census Tract 232.02,G5020,S,1470662,0,+47.6179632,-122.1270727,18211.66833
307,1,307,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-02-02,PUGET SOUND SOLAR LLC,112,Newcastle,Cougar Mountain / Lakemont,47.552654,-122.137638,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
308,1,308,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-01-14,GREEN CONCEPTS LLC,110,Southeast Bellevue,Lake Hills,47.593803,-122.153459,53,033,023604,53033023604,236.04,Census Tract 236.04,G5020,S,2940216,0,+47.5993896,-122.1539499,27994.02792
309,1,309,2017,Single family,A Single Family Residential Addition to Existing Structure Project Installing {1-Vehicle Charging Station},2017-11-03,NORTHWEST ELECTRIC & SOLAR,112,Southeast Bellevue,Lake Hills,47.60905,-122.157485,53,033,023604,53033023604,236.04,Census Tract 236.04,G5020,S,2940216,0,+47.5993896,-122.1539499,27994.02792
310,1,310,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-05,CUSTOM ELECTRICAL SERVICES LLC,115,Northeast Bellevue,Northeast Bellevue,47.642013,-122.11515,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
311,1,311,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2013-12-30,ACTIVE ENGINEERING,105,North Bellevue,Northwest Bellevue,47.631052,-122.205041,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
312,1,312,2011,Single family,"A Single Family Residential Addition to Existing Structure Project Installing {1 Vehicle Charging Station}, Equipment located in Garage",2012-01-05,PUGET SOUND SOLAR LLC,98,Southeast Bellevue,Lake Hills,47.605233,-122.136044,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
313,1,313,2015,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), Electrical room/Residence",2015-02-06,PUGET SOUND SOLAR LLC,108,Wilburton/ne 8th St,Wilburton,47.616457,-122.168745,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
314,1,314,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-12-06,SEAHURST ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.544505,-122.139222,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
315,1,315,2011,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - EV Car Charger Install,2011-04-20,PRIME ELECTRIC INC,98,Newcastle,Cougar Mountain / Lakemont,47.554099,-122.130344,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
316,1,316,2016,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2016-09-30,ELECTRI-CITY INC,110,Northeast Bellevue,Northeast Bellevue,47.645379,-122.113389,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
317,1,317,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Involving (1 Vehicle Charging Station),2013-08-07,ACTIVE ENGINEERING,105,Wilburton/ne 8th St,Wilburton,47.61289,-122.176531,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
318,1,318,2013,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station},2013-02-01,PUGET SOUND SOLAR LLC,105,Factoria,Newport,47.548009,-122.196549,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
319,1,319,2015,Single family,"A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station), Carport, N/A, Installing new electric car charger outlet in existing carport",2015-08-21,PROTECTION & COMMUNICATNS INC,108,North Bellevue,Northwest Bellevue,47.623274,-122.197076,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
320,1,320,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, in garage",2013-02-06,PUGET SOUND SOLAR LLC JEREMY JAMES SMITHSON,105,Bridle Trails,Bridle Trails,47.642086,-122.170885,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
321,1,321,2010,Single family,A Single-Family Alteration project installing { Added or Altered Branch Circuits }  - install electric vehicle charging dock,2010-11-15,POINTER ELECTRIC INC,59,Newcastle,Cougar Mountain / Lakemont,47.548459,-122.102644,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
322,1,322,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2017-12-13,SEATOWN ELECTRIC CORP,112,North Bellevue,Northwest Bellevue,47.63562,-122.207585,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
323,1,323,2015,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2015-06-17,NORTHWEST ELECTRIC & SOLAR,108,Southwest Bellevue,West Bellevue,47.594873,-122.207282,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
324,1,324,2013,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, EVSE is located in the N. Garage on the back wall.",2014-03-12,LADY ELECTRIC LLC,105,Newcastle,Cougar Mountain / Lakemont,47.543099,-122.115588,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
325,1,325,2011,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, garage, EVSE located in garage",2011-12-30,PUGET SOUND SOLAR LLC JEREMY JAMES SMITHSON,98,Northeast Bellevue,Northeast Bellevue,47.639487,-122.115743,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
326,1,326,2015,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2015-02-10,BERLIN ELECTRIC LLC,108,Wilburton/ne 8th St,Lake Hills,47.612072,-122.152158,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
327,1,327,2012,Single family,"A Single Family Residential Alteration to Existing Structure Project Installing {1 Vehicle Charging Station}, GARAGE",2012-08-09,HOLMES ELECTRIC CO,102,Newport Hills,Newport,47.548948,-122.170146,53,033,025001,53033025001,250.01,Census Tract 250.01,G5020,S,3531217,28798,+47.5380627,-122.1693928,39024.04961
328,1,328,2014,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2015-01-14,MERIDIAN CENTER ELECTRIC INC,106,Southwest Bellevue,West Bellevue,47.601991,-122.207823,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
